long,lat
4.05,5.05
43.8519,44.8519
40.1167,41.1167
40.7523,41.7523
40.6653,41.6653
21.1539,22.1539
15.6167,16.6167
-6.2333,-5.2333
28.6667,29.6667
24.3495,25.3495
-27.4678,-26.4678
26.2456,27.2456
-6.394,-5.394
33.868,34.868
32.4831,33.4831
41.7302,42.7302
5.6037,6.6037
33.6,34.6
35.4906,36.4906
49.25,50.25
-6.1783,-5.1783
34.7736,35.7736
23.7333,24.7333
40.7498,41.7498
35.7278,36.7278
36.6239,37.6239
31.6858,32.6858
36.5952,37.5952
40.3667,41.3667
30.7824,31.7824
-17.8292,-16.8292
23.1367,24.1367
11.5696,12.5696
29.875,30.875
2.0408,3.0408
23.2993,24.2993
3.6667,4.6667
33.9562,34.9562
24.8141,25.8141
33.9381,34.9381
39.3051,40.3051
20.8,21.8
36.2333,37.2333
22.4167,23.4167
33.6007,34.6007
6.6833,7.6833
45.5372,46.5372
22.3,23.3
24.4164,25.4164
35.5412,36.5412
29.4658,30.4658
-31.9522,-30.9522
17.7333,18.7333
37.45,38.45
32.15,33.15
45.6148,46.6148
41.8708,42.8708
38.6358,39.6358
12.6458,13.6458
-0.22,0.78
53.9022,54.9022
22.7206,23.7206
38.4795,39.4795
-5.8961,-4.8961
34,35
43.0621,44.0621
32.6447,33.6447
10.5,11.5
27.6333,28.6333
36.2,37.2
32.525,33.525
43.25,44.25
48.2083,49.2083
19.18,20.18
38.5667,39.5667
-15.7861,-14.7861
22.9833,23.9833
22.2769,23.2769
44.4,45.4
-25.4297,-24.4297
30.1978,31.1978
40.082,41.082
19.6097,20.6097
45.2937,46.2937
34.75,35.75
41.2643,42.2643
53.55,54.55
0.05,1.05
-4.2667,-3.2667
28.4772,29.4772
42.0127,43.0127
37.9278,38.9278
-3.1,-2.1
23.25,24.25
37.3019,38.3019
52.23,53.23
-11.6697,-10.6697
7.0667,8.0667
20.02,21.02
33.5131,34.5131
34.1299,35.1299
50.8353,51.8353
-15.4167,-14.4167
25.3792,26.3792
47.4983,48.4983
39.3408,40.3408
41.4767,42.4767
41.292,42.292
36.5448,37.5448
40.4396,41.4396
25.61,26.61
36.3667,37.3667
14.65,15.65
30.3004,31.3004
30.82,31.82
21.4667,22.4667
21.4225,22.4225
50.2458,51.2458
29.2942,30.2942
9.538,10.538
0.3136,1.3136
39.1413,40.1413
-8.0539,-7.0539
31.3867,32.3867
24.965,25.965
39.1239,40.1239
40.7834,41.7834
22.15,23.15
-6.9667,-5.9667
30.9083,31.9083
55.0333,56.0333
35.0833,36.0833
27.1724,28.1724
35.8327,36.8327
27.9991,28.9991
39.7771,40.7771
21.1167,22.1167
19.0333,20.0333
19.2502,20.2502
9.9197,10.9197
-6.1209,-5.1209
35.7497,36.7497
29.61,30.61
22.8,23.8
39.9862,40.9862
38.0833,39.0833
10.6333,11.6333
35.5167,36.5167
5.1167,6.1167
-2.9833,-1.9833
29.1255,30.1255
34.6913,35.6913
35.208,36.208
31.65,32.65
21.6146,22.6146
24.9633,25.9633
28.1958,29.1958
29.9888,30.9888
-1.4558,-0.4558
23.4,24.4
20.9147,21.9147
35.1667,36.1667
48.1375,49.1375
20,21
-30.0328,-29.0328
10.1667,11.1667
6.1667,7.1667
24.4511,25.4511
36.7335,37.7335
36.351,37.351
20.7167,21.7167
56.8356,57.8356
32.6832,33.6832
35.0117,36.0117
46.6388,47.6388
34.3422,35.3422
32.05,33.05
50,51
31.8775,32.8775
36.008,37.008
22.8167,23.8167
23.6139,24.6139
40.8501,41.8501
21.9135,22.9135
30.6583,31.6583
28.4353,29.4353
47.9214,48.9214
-16.6806,-15.6806
25.7232,26.7232
44.8167,45.8167
36.7833,37.7833
45.4669,46.4669
19.88,20.88
28.3147,29.3147
43.0642,44.0642
29.7132,30.7132
-36.85,-35.85
-5.1331,-4.1331
19.45,20.45
50.0833,51.0833
22.2969,23.2969
27.2578,28.2578
-31.4167,-30.4167
-23.4667,-22.4667
30.515,31.515
35.8617,36.8617
31.7386,32.7386
-34.8667,-33.8667
35.91,36.91
30.9333,31.9333
28.99,29.99
44.8249,45.8249
26.2312,27.2312
21.654,22.654
37.8576,38.8576
-34.9275,-33.9275
41.9377,42.9377
26.8808,27.8808
40.8523,41.8523
31.9087,32.9087
33.5819,34.5819
37.9874,38.9874
-8.7833,-7.7833
10.9639,11.9639
42.6979,43.6979
-26.2678,-25.2678
23.1667,24.1667
32.3852,33.3852
56.3269,57.3269
32.9387,33.9387
23.7928,24.7928
14.0833,15.0833
36.1833,37.1833
25.3575,26.3575
30.6667,31.6667
55.7908,56.7908
37.2858,38.2858
33.9317,34.9317
51.05,52.05
10.0333,11.0333
9.0556,10.0556
21.9831,22.9831
34.602,35.602
26.5964,27.5964
26.5849,27.5849
3.2167,4.2167
55.15,56.15
-4.05,-3.05
41.823,42.823
25.3189,26.3189
34.64,35.64
38.9355,39.9355
34.4,35.4
11.8333,12.8333
-25.9153,-24.9153
25.3,26.3
-32.9575,-31.9575
14.75,15.75
27.795,28.795
31.3203,32.3203
30.3322,31.3322
24.4667,25.4667
34.0911,35.0911
54.9667,55.9667
42.8976,43.8976
-7.7167,-6.7167
28.2333,29.2333
-5.4294,-4.4294
53.1833,54.1833
28.2363,29.2363
35.55,36.55
38.5158,39.5158
-22.9009,-21.9009
27.6961,28.6961
14.7319,15.7319
29.8239,30.8239
36.0656,37.0656
19.7475,20.7475
-1.9536,-0.9536
26.4179,27.4179
47.7235,48.7235
6.3176,7.3176
52.48,53.48
30.3833,31.3833
31.6269,32.6269
-12.0611,-11.0611
25.6667,26.6667
27.88,28.88
34.1511,35.1511
19.41,20.41
32.8752,33.8752
38.7689,39.7689
47.2333,48.2333
14.0942,15.0942
41.7225,42.7225
26.1722,27.1722
54.7261,55.7261
34.0433,35.0433
10.9508,11.9508
12.11,13.11
7.5304,8.5304
40.7777,41.7777
21.2186,22.2186
22.5736,23.5736
9.4075,10.4075
39.737,40.737
55.6805,56.6805
19.4,20.4
30.652,31.652
43.5036,44.5036
56.0089,57.0089
50.9422,51.9422
31.3697,32.3697
36,37
-22.8269,-21.8269
36.1715,37.1715
40.1814,41.1814
51.1333,52.1333
18.0858,19.0858
-26.6736,-25.6736
37.5295,38.5295
-2.53,-1.53
23.3556,24.3556
15.5,16.5
32.1724,33.1724
26.215,27.215
35.1046,36.1046
37.6564,38.6564
16.5167,17.5167
53.5344,54.5344
42.8667,43.8667
35.99,36.99
36.8008,37.8008
27.6609,28.6609
30.3972,31.3972
10.0678,11.0678
38.2683,39.2683
47.3139,48.3139
27.7167,28.7167
32.6633,33.6633
51.6717,52.6717
58.0139,59.0139
35.2281,36.2281
37.5139,38.5139
36.8833,37.8833
-6.5917,-5.5917
35.8325,36.8325
10.4236,11.4236
30.7353,31.7353
-25.9667,-24.9667
26.2944,27.2944
8.1333,9.1333
42.3,43.3
13.5086,14.5086
28.6583,29.6583
12.15,13.15
1.0678,2.0678
30.1286,31.1286
-9.6658,-8.6658
6.3106,7.3106
39.6271,40.6271
31.169,32.169
46.4775,47.4775
18.5425,19.5425
30.0687,31.0687
17.9892,18.9892
10.7924,11.7924
48.7086,49.7086
12.3086,13.3086
33.6989,34.6989
22.3559,23.3559
21.2379,22.2379
-16.3988,-15.3988
4.75,5.75
38.1663,39.1663
32.1287,33.1287
33.4433,34.4433
25.091,26.091
25.18,26.18
30.192,31.192
45.4247,46.4247
59.3294,60.3294
15.3333,16.3333
8.4833,9.4833
17.9667,18.9667
31.7833,32.7833
4.3732,5.3732
9,10
52.3667,53.3667
6.1319,7.1319
0.3901,1.3901
45.8131,46.8131
38.5731,39.5731
-13.9833,-12.9833
6.402,7.402
6.9167,7.9167
-25.7464,-24.7464
49.8844,50.8844
46.8139,47.8139
59.9111,60.9111
37.9842,38.9842
-3.3825,-2.3825
60.1756,61.1756
41.9833,42.9833
47.0228,48.0228
56.9475,57.9475
17.9714,18.9714
34.0253,35.0253
54.6833,55.6833
13.6989,14.6989
11.595,12.595
53.3497,54.3497
52.08,53.08
-25.3,-24.3
38.708,39.708
48.1447,49.1447
43.4186,44.4186
59.4372,60.4372
33.8869,34.8869
-33.925,-32.925
41.33,42.33
-41.2889,-40.2889
-6.1835,-5.1835
44.6475,45.6475
11.8592,12.8592
-35.2931,-34.2931
4.85,5.85
6.8161,7.8161
48.4283,49.4283
-29.31,-28.31
35.1725,36.1725
-22.57,-21.57
-9.4789,-8.4789
6.4833,7.4833
-19.0431,-18.0431
9.9333,10.9333
46.05,47.05
43.8563,44.8563
25.0667,26.0667
-29.1,-28.1
14.6104,15.6104
28.6139,29.6139
-24.6569,-23.6569
5.8667,6.8667
-8.5536,-7.5536
4.175,5.175
6.7833,7.7833
36.1324,37.1324
-20.8789,-19.8789
3.7521,4.7521
42.4397,43.4397
26.225,27.225
-20.1667,-19.1667
12.108,13.108
46.948,47.948
-17.5334,-16.5334
49.6106,50.6106
64.1475,65.1475
14.9177,15.9177
6.9,7.9
13.0975,14.0975
-11.7036,-10.7036
27.4833,28.4833
-26.3208,-25.3208
-22.2625,-21.2625
-9.4333,-8.4333
-18.1333,-17.1333
39.93,40.93
14.0167,15.0167
4.933,5.933
0.3333,1.3333
-17.7333,-16.7333
32.2942,33.2942
4.9167,5.9167
43.7396,44.7396
-3.4283,-2.4283
10.6667,11.6667
-13.8333,-12.8333
1.3382,2.3382
12.5186,13.5186
49.1858,50.1858
13.4531,14.4531
-12.7871,-11.7871
7.0918,8.0918
54.15,55.15
19.2866,20.2866
-4.6236,-3.6236
13.1667,14.1667
42.5,43.5
17.1211,18.1211
-21.1347,-20.1347
37.95,38.95
64.175,65.175
17.25,18.25
15.3,16.3
17.2983,18.2983
62,63
-14.274,-13.274
35.8978,36.8978
31.5069,32.5069
21.4664,22.4664
6.9178,7.9178
-8.5243,-7.5243
47.1397,48.1397
-26.4465,-25.4465
-21.207,-20.207
12.0444,13.0444
43.932,44.932
31.7764,32.7764
15.2137,16.2137
-51.7,-50.7
41.9033,42.9033
-19.056,-18.056
16.0104,17.0104
13.4745,14.4745
18.0706,19.0706
-15.9251,-14.9251
16.7928,17.7928
18.0256,19.0256
-0.5477,0.4523
42.6633,43.6633
17.8958,18.8958
18.4167,19.4167
7.5006,8.5006
46.7811,47.7811
18.2167,19.2167
-13.2825,-12.2825
-29.0569,-28.0569
78.2167,79.2167
26.0928,27.0928
-25.0667,-24.0667
-10.4167,-9.4167
-54.2833,-53.2833
28.364,29.364
16.06,17.06
24.1681,25.1681
32.8534,33.8534
31.05,32.05
24.1878,25.1878
35.6073,36.6073
0.5333,1.5333
22.7645,23.7645
48.4675,49.4675
31.9948,32.9948
-6.9838,-5.9838
19.5,20.5
6.9167,7.9167
35.4667,36.4667
40.8333,41.8333
21.4283,22.4283
31.8131,32.8131
35.4676,36.4676
19.7683,20.7683
10.293,11.293
30,31
11,12
18.4855,19.4855
35.6464,36.6464
37.4386,38.4386
22.2486,23.2486
21.6,22.6
17.6715,18.6715
35.7767,36.7767
36.3619,37.3619
36.186,37.186
34.3167,35.3167
33.8833,34.8833
34.1736,35.1736
15.6333,16.6333
0.5153,1.5153
21.876,22.876
31.6295,32.6295
48.0089,49.0089
-8.1119,-7.1119
30.8706,31.8706
41.1918,42.1918
10.8269,11.8269
34.3662,35.3662
45.768,46.768
19.4753,20.4753
5.4833,6.4833
-0.9556,0.0444
36.6967,37.6967
42.9016,43.9016
30.2965,31.2965
30.1003,31.1003
32.7811,33.7811
22.6896,23.6896
-20.4686,-19.4686
39.6896,40.6896
41.7661,42.7661
11.1833,12.1833
26.4333,27.4333
29.6458,30.6458
36.2481,37.2481
14.5167,15.5167
20.97,21.97
22.1717,23.1717
37.4989,38.4989
36.0819,37.0819
14.5842,15.5842
15.3619,16.3619
7.15,8.15
21.1606,22.1606
32.1545,33.1545
45.0333,46.0333
-5.795,-4.795
28.6353,29.6353
3.0333,4.0333
45.0667,46.0667
33.4258,34.4258
36.9758,37.9758
34.05,35.05
31.3256,32.3256
34.8519,35.8519
6.6186,7.6186
-7.98,-6.98
43.2964,44.2964
25.4333,26.4333
36.3833,37.3833
4.6,5.6
32.532,33.532
35.6969,36.6969
29.0989,30.0989
37.1792,38.1792
38.4261,39.4261
28.9632,29.9632
47.4585,48.4585
31.1817,32.1817
7.25,8.25
8.5,9.5
-5.0949,-4.0949
37.6823,38.6823
41.2627,42.2627
51.5333,52.5333
36.1911,37.1911
-22.74,-21.74
31.8479,32.8479
14.575,15.575
-8.6667,-7.6667
44.5323,45.5323
20.2644,21.2644
34.9057,35.9057
36.6372,37.6372
5.5167,6.5167
-4.7889,-3.7889
34.5667,35.5667
29.1409,30.1409
5.3992,6.3992
38.7094,39.7094
21.3294,22.3294
29.8182,30.8182
36.6941,37.6941
-23.6939,-22.6939
32.7847,33.7847
24.8069,25.8069
38.4451,39.4451
26.4103,27.4103
35.2125,36.2125
34.7513,35.7513
-7.12,-6.12
26.2273,27.2273
20.5875,21.5875
-19.1583,-18.1583
2.8883,3.8883
34.538,35.538
39.47,40.47
37.9161,38.9161
53.7997,54.7997
28.8437,29.8437
34.7167,35.7167
27.7389,28.7389
31.6783,32.6783
30.0553,31.0553
34.7333,35.7333
-14.9167,-13.9167
22.1511,23.1511
22.9297,23.9297
25.7003,26.7003
39.9167,40.9167
50.0614,51.0614
40.6629,41.6629
50.1136,51.1136
24.2075,25.2075
30.1772,31.1772
36.8667,37.8667
29.3956,30.3956
31.7761,32.7761
10.5105,11.5105
36.8494,37.8494
35.1053,36.1053
34.3962,35.3962
35.75,36.75
31.6189,32.6189
20.4736,21.4736
-0.5022,0.4978
-29.6009,-28.6009
24.0667,25.0667
16.7,17.7
39.0099,40.0099
8.3596,9.3596
7.9075,8.9075
31.4174,32.4174
35.5614,36.5614
8.5,9.5
57.15,58.15
-15.1167,-14.1167
47.8378,48.8378
35.5256,36.5256
32.8031,33.8031
48.48,49.48
33.5277,34.5277
40.1881,41.1881
14.7,15.7
37.5486,38.5486
26.7345,27.7345
7.7597,8.7597
35.0833,36.0833
-45.8667,-44.8667
8.4833,9.4833
31.5504,32.5504
40.0059,41.0059
49.8419,50.8419
36.8625,37.8625
32.029,33.029
35.5667,36.5667
27.3386,28.3386
43.6,44.6
34.65,35.65
31.2575,32.2575
39.7797,40.7797
22.3762,23.3762
25.5394,26.5394
44.3,45.3
5.4145,6.4145
6.4403,7.4403
10.92,11.92
-8.1803,-7.1803
37.6367,38.6367
37.1653,38.1653
-23.6572,-22.6572
27.8983,28.8983
19.3,20.3
14.4667,15.4667
14.3294,15.3294
31.4515,32.4515
29.964,30.964
17.9756,18.9756
35.6924,36.6924
-23.5328,-22.5328
40.6328,41.6328
35.5236,36.5236
43.168,44.168
36.7831,37.7831
-3.319,-2.319
11.65,12.65
6.1167,7.1167
35.1333,36.1333
14.4624,15.4624
24.7355,25.7355
25.6775,26.6775
35.7833,36.7833
27.0284,28.0284
53.5167,54.5167
22.203,23.203
10.3158,11.3158
43.2567,44.2567
51.7769,52.7769
28.8049,29.8049
40.4019,41.4019
20.55,21.55
32.6167,33.6167
37.7333,38.7333
-23.1789,-22.1789
37.39,38.39
34.2189,35.2189
34.9756,35.9756
32.0058,33.0058
9.9667,10.9667
40.5961,41.5961
-7.3333,-6.3333
37.2833,38.2833
41.9952,42.9952
27.8116,28.8116
29.2649,30.2649
26.7611,27.7611
35.55,36.55
41.65,42.65
16.8636,17.8636
34.9069,35.9069
38.1111,39.1111
30.9933,31.9933
36.1284,37.1284
20.6167,21.6167
23.2167,24.2167
34.4603,35.4603
26.6446,27.6446
41.8,42.8
35.7004,36.7004
28.8417,29.8417
-21.1783,-20.1783
46.0635,47.0635
-12.7667,-11.7667
31.054,32.054
44.4079,45.4079
19.5367,20.5367
10.6038,11.6038
32.0836,33.0836
25.3608,26.3608
24.0167,25.0167
8.9195,9.9195
7.6833,8.6833
32.5,33.5
14.8139,15.8139
37.3236,38.3236
34.5221,35.5221
37.2,38.2
16.4637,17.4637
13.9167,14.9167
-20.1667,-19.1667
25.6005,26.6005
39.9808,40.9808
16.3,17.3
37.9722,38.9722
-19.9319,-18.9319
11.1075,12.1075
36.8064,37.8064
34.4333,35.4333
35.6947,36.6947
51.2311,52.2311
56.85,57.85
28.2861,29.2861
-23.5019,-22.5019
3.1073,4.1073
25.0208,26.0208
29.8518,30.8518
-5.0333,-4.0333
38.8674,39.8674
35.6,36.6
39.3257,40.3257
25.8833,26.8833
51.11,52.11
-28.0167,-27.0167
31.0236,32.0236
13.5789,14.5789
-10.9167,-9.9167
-17.3935,-16.3935
35.8219,36.8219
29.3395,30.3395
53.3567,54.3567
14.55,15.55
48.7761,49.7761
51.9225,52.9225
40.2248,41.2248
32.1167,33.1167
47.9086,48.9086
22.2492,23.2492
29.8419,30.8419
32.8153,33.8153
19.4167,20.4167
39.8734,40.8734
34.7879,35.7879
12.8703,13.8703
37.3056,38.3056
55.8611,56.8611
40.9953,41.9953
54.3167,55.3167
52.2833,53.2833
19.17,20.17
9.9333,10.9333
-0.0206,0.9794
14.5314,15.5314
39.1235,40.1235
42.1155,43.1155
42.95,43.95
14.45,15.45
42.5279,43.5279
31.9579,32.9579
-12.2669,-11.2669
48.4833,49.4833
37.9423,38.9423
-6.12,-5.12
31.6078,32.6078
18.2536,19.2536
-26.8167,-25.8167
57.6167,58.6167
28.0667,29.0667
41.0406,42.0406
42.962,43.962
43.1167,44.1167
3.8167,4.8167
57.6717,58.6717
20.465,21.465
-1.59,-0.59
-6.8833,-5.8833
10.6765,11.6765
39.4887,40.4887
-18.9189,-17.9189
32.6853,33.6853
35.8078,36.8078
35.7667,36.7667
35.6833,36.6833
16.7528,17.7528
13.3422,14.3422
51.3333,52.3333
-1.1489,-0.1489
31.1375,32.1375
-29.8583,-28.8583
19.95,20.95
31.58,32.58
23.4895,24.4895
42.9833,43.9833
23.3448,24.3448
-38,-37
20.6667,21.6667
43.6833,44.6833
30.9793,31.9793
4.8143,5.8143
33.6095,34.6095
51.5139,52.5139
26.0922,27.0922
25.0461,26.0461
29.4833,30.4833
29.1046,30.1046
42.6664,43.6664
3.0833,4.0833
35.9692,36.9692
-15.5958,-14.5958
45.2116,46.2116
51.4508,52.4508
38.074,39.074
7.1186,8.1186
37.3925,38.3925
44.4072,45.4072
19.6158,20.6158
-33.6167,-32.6167
30.318,31.318
21.2667,22.2667
35.3529,36.3529
18.8,19.8
36.7194,37.7194
35.6667,36.6667
41.2278,42.2278
29.7211,30.7211
27.1,28.1
56.4886,57.4886
20.6167,21.6167
42.8322,43.8322
51.45,52.45
37.359,38.359
41.2407,42.2407
32.5556,33.5556
30.4418,31.4418
30.8695,31.8695
19.6167,20.6167
53.0769,54.0769
8.1167,9.1167
23.55,24.55
51.7667,52.7667
38.0005,39.0005
23.6833,24.6833
41.0798,42.0798
36.8528,37.8528
41.3112,42.3112
32.2739,33.2739
-7.5667,-6.5667
33.2605,34.2605
-12.55,-11.55
31.8578,32.8578
30.8258,31.8258
34.0376,35.0376
55.3333,56.3333
34.3738,35.3738
51.05,52.05
21.765,22.765
-21.75,-20.75
39.7396,40.7396
34.8,35.8
53.75,54.75
14.4333,15.4333
-6.763,-5.763
53.4794,54.4794
14.8022,15.8022
20.9333,21.9333
-5.5667,-4.5667
41.7646,42.7646
38.371,39.371
14.3833,15.3833
-23.31,-22.31
28.3838,29.3838
25.8797,26.8797
39.6542,40.6542
40.6189,41.6189
42.538,43.538
52.3744,53.3744
10.4603,11.4603
40.4543,41.4543
26.468,27.468
43.9,44.9
8.7289,9.7289
14.2167,15.2167
34.2999,35.2999
27.2,28.2
31.0439,32.0439
32.4833,33.4833
4.4378,5.4378
54.6167,55.6167
15.45,16.45
29.4761,30.4761
30.2833,31.2833
35.6667,36.6667
52.4083,53.4083
41.1664,42.1664
-24.7883,-23.7883
46.3333,47.3333
39.6844,40.6844
32.7816,33.7816
55.7,56.7
51.2211,52.2211
14.8667,15.8667
38.25,39.25
28.0181,29.0181
45.76,46.76
23.8333,24.8333
-12.9683,-11.9683
34.8167,35.8167
19.645,20.645
4.1425,5.1425
43.9167,44.9167
27.2,28.2
21.1861,22.1861
25.7833,26.7833
10.2333,11.2333
-33.5167,-32.5167
53.2,54.2
4.5781,5.5781
31.25,32.25
36.9329,37.9329
33.8833,34.8833
34.08,35.08
36.0322,37.0322
30.32,31.32
46.4078,47.4078
22.0057,23.0057
53.3808,54.3808
36.55,37.55
29.9667,30.9667
49.4539,50.4539
53.4075,54.4075
33.4017,34.4017
49.19,50.19
22.7697,23.7697
29.9887,30.9887
23.1828,24.1828
19.2431,20.2431
11.2361,12.2361
-26.3039,-25.3039
41.5961,42.5961
20.9399,21.9399
18.5333,19.5333
9.7457,10.7457
52.4417,53.4417
-1.3658,-0.3658
42.9044,43.9044
31.7117,32.7117
19.2167,20.2167
52.6167,53.6167
31.8333,32.8333
15.6333,16.6333
44.6,45.6
22.1879,23.1879
12.8,13.8
-12.8208,-11.8208
33.8333,34.8333
25.4486,26.4486
39.45,40.45
27.955,28.955
22.6761,23.6761
10.3127,11.3127
8.76,9.76
35.7219,36.7219
14.4297,15.4297
14.4667,15.4667
32.7333,33.7333
29.3081,30.3081
-9.0689,-8.0689
-8.9167,-7.9167
7.4667,8.4667
58.6,59.6
30.7522,31.7522
46.9667,47.9667
40.2457,41.2457
30.6412,31.6412
-22.8833,-21.8833
35.7878,36.7878
27.6995,28.6995
34.6867,35.6867
30.8956,31.8956
34.6794,35.6794
1.4556,2.4556
42.2705,43.2705
27.1167,28.1167
-9.0745,-8.0745
51.4322,52.4322
49.8,50.8
19.3186,20.3186
